,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,date,hour,weekday,month
96,2011/1/5 5:00,spring,0,1,1,9.02,11.365,47,11.0014,0,3,3,2011/1/5,5,Wednesday,January
97,2011/1/5 6:00,spring,0,1,1,8.2,9.85,47,15.0013,0,33,33,2011/1/5,6,Wednesday,January
98,2011/1/5 7:00,spring,0,1,1,7.38,9.09,43,12.998,1,87,88,2011/1/5,7,Wednesday,January
99,2011/1/5 8:00,spring,0,1,1,8.2,9.09,40,19.9995,3,192,195,2011/1/5,8,Wednesday,January
100,2011/1/5 9:00,spring,0,1,1,9.02,9.85,37,22.0028,6,109,115,2011/1/5,9,Wednesday,January
101,2011/1/5 10:00,spring,0,1,1,9.02,9.85,37,22.0028,4,53,57,2011/1/5,10,Wednesday,January
102,2011/1/5 11:00,spring,0,1,1,10.66,11.365,33,22.0028,12,34,46,2011/1/5,11,Wednesday,January
103,2011/1/5 12:00,spring,0,1,1,10.66,11.365,33,22.0028,5,74,79,2011/1/5,12,Wednesday,January
104,2011/1/5 13:00,spring,0,1,1,11.48,12.88,30,19.9995,6,65,71,2011/1/5,13,Wednesday,January
105,2011/1/5 14:00,spring,0,1,1,12.3,14.395,28,12.998,10,52,62,2011/1/5,14,Wednesday,January
106,2011/1/5 15:00,spring,0,1,1,12.3,14.395,28,12.998,7,55,62,2011/1/5,15,Wednesday,January
107,2011/1/5 16:00,spring,0,1,1,12.3,15.91,28,6.0032,4,85,89,2011/1/5,16,Wednesday,January
108,2011/1/5 17:00,spring,0,1,1,9.84,11.365,38,12.998,4,186,190,2011/1/5,17,Wednesday,January
109,2011/1/5 18:00,spring,0,1,1,9.84,12.12,38,8.9981,3,166,169,2011/1/5,18,Wednesday,January
110,2011/1/5 19:00,spring,0,1,1,9.84,12.88,38,7.0015,5,127,132,2011/1/5,19,Wednesday,January
111,2011/1/5 20:00,spring,0,1,1,9.02,11.365,47,11.0014,7,82,89,2011/1/5,20,Wednesday,January
112,2011/1/5 21:00,spring,0,1,1,8.2,9.85,51,12.998,3,40,43,2011/1/5,21,Wednesday,January
113,2011/1/5 22:00,spring,0,1,1,7.38,9.85,55,8.9981,1,41,42,2011/1/5,22,Wednesday,January
114,2011/1/5 23:00,spring,0,1,1,8.2,12.88,47,0,1,18,19,2011/1/5,23,Wednesday,January
115,2011/1/6 0:00,spring,0,1,1,7.38,12.12,55,0,0,11,11,2011/1/6,0,Thursday,January
116,2011/1/6 1:00,spring,0,1,1,6.56,11.365,64,0,0,4,4,2011/1/6,1,Thursday,January
117,2011/1/6 2:00,spring,0,1,1,6.56,11.365,64,0,0,2,2,2011/1/6,2,Thursday,January
118,2011/1/6 4:00,spring,0,1,2,6.56,9.85,64,6.0032,0,1,1,2011/1/6,4,Thursday,January
119,2011/1/6 5:00,spring,0,1,2,5.74,9.09,69,6.0032,0,4,4,2011/1/6,5,Thursday,January
120,2011/1/6 6:00,spring,0,1,2,5.74,8.335,63,7.0015,0,36,36,2011/1/6,6,Thursday,January
121,2011/1/6 7:00,spring,0,1,2,6.56,11.365,59,0,0,95,95,2011/1/6,7,Thursday,January
122,2011/1/6 8:00,spring,0,1,1,6.56,11.365,59,0,3,216,219,2011/1/6,8,Thursday,January
123,2011/1/6 9:00,spring,0,1,2,7.38,12.12,51,0,6,116,122,2011/1/6,9,Thursday,January
124,2011/1/6 10:00,spring,0,1,1,8.2,12.88,47,0,3,42,45,2011/1/6,10,Thursday,January
125,2011/1/6 11:00,spring,0,1,1,9.02,12.88,44,6.0032,2,57,59,2011/1/6,11,Thursday,January
126,2011/1/6 12:00,spring,0,1,1,10.66,14.395,35,0,6,78,84,2011/1/6,12,Thursday,January
127,2011/1/6 13:00,spring,0,1,1,10.66,13.635,35,7.0015,12,55,67,2011/1/6,13,Thursday,January
128,2011/1/6 14:00,spring,0,1,1,11.48,13.635,36,11.0014,11,59,70,2011/1/6,14,Thursday,January
129,2011/1/6 15:00,spring,0,1,1,11.48,13.635,36,0,8,54,62,2011/1/6,15,Thursday,January
130,2011/1/6 16:00,spring,0,1,1,10.66,12.88,38,11.0014,12,74,86,2011/1/6,16,Thursday,January
131,2011/1/6 17:00,spring,0,1,1,9.02,11.365,51,11.0014,9,163,172,2011/1/6,17,Thursday,January
132,2011/1/6 18:00,spring,0,1,1,9.02,11.365,51,8.9981,5,158,163,2011/1/6,18,Thursday,January
133,2011/1/6 19:00,spring,0,1,1,9.02,12.88,55,6.0032,3,109,112,2011/1/6,19,Thursday,January
134,2011/1/6 20:00,spring,0,1,1,8.2,10.605,51,11.0014,3,66,69,2011/1/6,20,Thursday,January
135,2011/1/6 21:00,spring,0,1,2,9.02,10.605,55,15.0013,0,48,48,2011/1/6,21,Thursday,January
136,2011/1/6 22:00,spring,0,1,2,9.02,10.605,51,19.0012,1,51,52,2011/1/6,22,Thursday,January
137,2011/1/6 23:00,spring,0,1,2,8.2,9.85,59,12.998,4,19,23,2011/1/6,23,Thursday,January
138,2011/1/7 0:00,spring,0,1,2,8.2,9.85,64,12.998,4,13,17,2011/1/7,0,Friday,January
139,2011/1/7 1:00,spring,0,1,2,8.2,9.85,69,15.0013,2,5,7,2011/1/7,1,Friday,January
140,2011/1/7 2:00,spring,0,1,2,8.2,9.85,69,15.0013,0,1,1,2011/1/7,2,Friday,January
141,2011/1/7 4:00,spring,0,1,2,8.2,10.605,69,8.9981,0,1,1,2011/1/7,4,Friday,January
142,2011/1/7 5:00,spring,0,1,3,9.02,13.635,55,0,0,5,5,2011/1/7,5,Friday,January
143,2011/1/7 6:00,spring,0,1,2,8.2,12.88,69,0,8,26,34,2011/1/7,6,Friday,January
144,2011/1/7 7:00,spring,0,1,1,8.2,10.605,69,8.9981,8,76,84,2011/1/7,7,Friday,January
145,2011/1/7 8:00,spring,0,1,1,8.2,9.85,51,16.9979,20,190,210,2011/1/7,8,Friday,January
146,2011/1/7 9:00,spring,0,1,1,8.2,9.09,47,19.9995,9,125,134,2011/1/7,9,Friday,January
147,2011/1/7 10:00,spring,0,1,1,9.02,9.85,37,22.0028,16,47,63,2011/1/7,10,Friday,January
148,2011/1/7 11:00,spring,0,1,2,8.2,9.85,40,15.0013,19,48,67,2011/1/7,11,Friday,January
149,2011/1/7 12:00,spring,0,1,2,8.2,9.85,37,16.9979,9,50,59,2011/1/7,12,Friday,January
150,2011/1/7 13:00,spring,0,1,2,8.2,9.09,37,19.0012,9,64,73,2011/1/7,13,Friday,January
151,2011/1/7 14:00,spring,0,1,2,8.2,9.85,40,16.9979,7,43,50,2011/1/7,14,Friday,January
152,2011/1/7 15:00,spring,0,1,2,8.2,10.605,37,11.0014,9,63,72,2011/1/7,15,Friday,January
153,2011/1/7 16:00,spring,0,1,2,8.2,10.605,37,11.0014,5,82,87,2011/1/7,16,Friday,January
154,2011/1/7 17:00,spring,0,1,2,8.2,12.88,37,0,9,178,187,2011/1/7,17,Friday,January
155,2011/1/7 18:00,spring,0,1,1,8.2,11.365,40,6.0032,7,116,123,2011/1/7,18,Friday,January
156,2011/1/7 19:00,spring,0,1,1,6.56,9.85,55,6.0032,3,92,95,2011/1/7,19,Friday,January
157,2011/1/7 20:00,spring,0,1,1,7.38,10.605,47,7.0015,1,50,51,2011/1/7,20,Friday,January
158,2011/1/7 21:00,spring,0,1,1,7.38,9.85,47,8.9981,0,39,39,2011/1/7,21,Friday,January
159,2011/1/7 22:00,spring,0,1,2,7.38,9.85,43,11.0014,2,34,36,2011/1/7,22,Friday,January
160,2011/1/7 23:00,spring,0,1,2,7.38,9.85,51,11.0014,1,14,15,2011/1/7,23,Friday,January
161,2011/1/8 0:00,spring,0,0,2,7.38,9.85,51,11.0014,1,24,25,2011/1/8,0,Saturday,January
162,2011/1/8 1:00,spring,0,0,2,7.38,10.605,55,6.0032,1,15,16,2011/1/8,1,Saturday,January
163,2011/1/8 2:00,spring,0,0,2,7.38,12.12,55,0,3,13,16,2011/1/8,2,Saturday,January
164,2011/1/8 3:00,spring,0,0,3,7.38,9.85,55,11.0014,0,7,7,2011/1/8,3,Saturday,January
165,2011/1/8 4:00,spring,0,0,3,7.38,9.85,55,11.0014,0,1,1,2011/1/8,4,Saturday,January
166,2011/1/8 5:00,spring,0,0,2,6.56,8.335,74,11.0014,0,5,5,2011/1/8,5,Saturday,January
167,2011/1/8 6:00,spring,0,0,2,6.56,8.335,74,11.0014,0,2,2,2011/1/8,6,Saturday,January
168,2011/1/8 7:00,spring,0,0,2,6.56,9.09,74,7.0015,1,8,9,2011/1/8,7,Saturday,January
169,2011/1/8 8:00,spring,0,0,3,6.56,9.09,93,7.0015,0,15,15,2011/1/8,8,Saturday,January
170,2011/1/8 9:00,spring,0,0,3,6.56,9.09,93,7.0015,0,20,20,2011/1/8,9,Saturday,January
171,2011/1/8 10:00,spring,0,0,2,7.38,9.85,80,11.0014,5,56,61,2011/1/8,10,Saturday,January
172,2011/1/8 11:00,spring,0,0,2,8.2,9.09,69,26.0027,2,60,62,2011/1/8,11,Saturday,January
173,2011/1/8 12:00,spring,0,0,2,8.2,9.09,59,23.9994,8,90,98,2011/1/8,12,Saturday,January
174,2011/1/8 13:00,spring,0,0,1,8.2,9.09,44,22.0028,7,95,102,2011/1/8,13,Saturday,January
175,2011/1/8 14:00,spring,0,0,1,8.2,8.335,32,32.9975,12,83,95,2011/1/8,14,Saturday,January
176,2011/1/8 15:00,spring,0,0,1,8.2,8.335,32,30.0026,5,69,74,2011/1/8,15,Saturday,January
177,2011/1/8 16:00,spring,0,0,1,7.38,6.82,29,30.0026,8,68,76,2011/1/8,16,Saturday,January
178,2011/1/8 17:00,spring,0,0,1,6.56,6.06,37,36.9974,5,64,69,2011/1/8,17,Saturday,January
179,2011/1/8 18:00,spring,0,0,1,5.74,6.06,39,19.9995,3,52,55,2011/1/8,18,Saturday,January
180,2011/1/8 19:00,spring,0,0,1,5.74,6.06,36,16.9979,4,26,30,2011/1/8,19,Saturday,January
181,2011/1/8 20:00,spring,0,0,1,4.92,6.06,36,16.9979,0,28,28,2011/1/8,20,Saturday,January
182,2011/1/8 21:00,spring,0,0,1,4.92,5.305,39,23.9994,2,35,37,2011/1/8,21,Saturday,January
183,2011/1/8 22:00,spring,0,0,1,4.92,5.305,36,26.0027,1,33,34,2011/1/8,22,Saturday,January
184,2011/1/8 23:00,spring,0,0,1,4.1,3.03,39,30.0026,0,22,22,2011/1/8,23,Saturday,January
185,2011/1/9 0:00,spring,0,0,1,4.1,3.79,42,26.0027,1,24,25,2011/1/9,0,Sunday,January
186,2011/1/9 1:00,spring,0,0,1,4.1,3.03,42,31.0009,0,12,12,2011/1/9,1,Sunday,January
187,2011/1/9 2:00,spring,0,0,1,4.1,3.03,46,31.0009,0,11,11,2011/1/9,2,Sunday,January
188,2011/1/9 3:00,spring,0,0,1,4.1,3.79,46,27.9993,0,4,4,2011/1/9,3,Sunday,January
189,2011/1/9 4:00,spring,0,0,1,3.28,4.545,53,12.998,0,1,1,2011/1/9,4,Sunday,January
190,2011/1/9 5:00,spring,0,0,1,3.28,4.545,53,12.998,0,1,1,2011/1/9,5,Sunday,January
191,2011/1/9 6:00,spring,0,0,1,4.1,4.545,49,19.0012,0,1,1,2011/1/9,6,Sunday,January
192,2011/1/9 7:00,spring,0,0,1,3.28,4.545,53,12.998,1,5,6,2011/1/9,7,Sunday,January
193,2011/1/9 8:00,spring,0,0,1,4.1,4.545,49,19.0012,0,10,10,2011/1/9,8,Sunday,January
194,2011/1/9 9:00,spring,0,0,1,4.92,3.79,46,35.0008,0,19,19,2011/1/9,9,Sunday,January
195,2011/1/9 10:00,spring,0,0,1,5.74,5.305,43,26.0027,0,49,49,2011/1/9,10,Sunday,January
196,2011/1/9 11:00,spring,0,0,1,6.56,6.06,40,35.0008,2,47,49,2011/1/9,11,Sunday,January
197,2011/1/9 12:00,spring,0,0,1,7.38,6.82,37,30.0026,4,79,83,2011/1/9,12,Sunday,January
198,2011/1/9 13:00,spring,0,0,1,8.2,8.335,34,30.0026,6,69,75,2011/1/9,13,Sunday,January
199,2011/1/9 14:00,spring,0,0,1,9.02,9.09,32,31.0009,8,64,72,2011/1/9,14,Sunday,January
200,2011/1/9 15:00,spring,0,0,1,9.02,9.85,35,23.9994,5,77,82,2011/1/9,15,Sunday,January
201,2011/1/9 16:00,spring,0,0,1,8.2,8.335,34,30.0026,13,79,92,2011/1/9,16,Sunday,January
202,2011/1/9 17:00,spring,0,0,1,7.38,7.575,37,26.0027,3,59,62,2011/1/9,17,Sunday,January
203,2011/1/9 18:00,spring,0,0,1,6.56,6.82,40,22.0028,4,44,48,2011/1/9,18,Sunday,January
204,2011/1/9 19:00,spring,0,0,1,6.56,6.82,43,22.0028,1,40,41,2011/1/9,19,Sunday,January
205,2011/1/9 20:00,spring,0,0,1,5.74,6.06,46,16.9979,0,38,38,2011/1/9,20,Sunday,January
206,2011/1/9 21:00,spring,0,0,1,5.74,5.305,46,27.9993,1,19,20,2011/1/9,21,Sunday,January
207,2011/1/9 22:00,spring,0,0,1,5.74,6.06,46,19.9995,5,10,15,2011/1/9,22,Sunday,January
208,2011/1/9 23:00,spring,0,0,1,4.92,6.82,50,12.998,0,6,6,2011/1/9,23,Sunday,January
209,2011/1/10 0:00,spring,0,1,1,4.92,6.06,50,19.0012,2,3,5,2011/1/10,0,Monday,January
210,2011/1/10 1:00,spring,0,1,1,4.92,6.06,50,19.0012,1,0,1,2011/1/10,1,Monday,January
211,2011/1/10 2:00,spring,0,1,1,4.92,6.06,50,15.0013,0,3,3,2011/1/10,2,Monday,January
212,2011/1/10 3:00,spring,0,1,1,4.92,6.06,50,15.0013,0,1,1,2011/1/10,3,Monday,January
213,2011/1/10 4:00,spring,0,1,1,4.1,6.06,54,8.9981,1,2,3,2011/1/10,4,Monday,January
214,2011/1/10 5:00,spring,0,1,1,4.1,5.305,54,16.9979,0,3,3,2011/1/10,5,Monday,January
215,2011/1/10 6:00,spring,0,1,1,4.92,6.06,50,19.0012,0,31,31,2011/1/10,6,Monday,January
216,2011/1/10 7:00,spring,0,1,1,4.92,6.06,50,15.0013,2,75,77,2011/1/10,7,Monday,January
217,2011/1/10 8:00,spring,0,1,2,4.92,6.06,50,19.0012,4,184,188,2011/1/10,8,Monday,January
218,2011/1/10 9:00,spring,0,1,2,5.74,6.06,50,16.9979,2,92,94,2011/1/10,9,Monday,January
219,2011/1/10 10:00,spring,0,1,2,5.74,6.06,50,19.9995,0,31,31,2011/1/10,10,Monday,January
220,2011/1/10 11:00,spring,0,1,2,6.56,6.82,47,19.0012,2,28,30,2011/1/10,11,Monday,January
221,2011/1/10 12:00,spring,0,1,2,8.2,9.09,40,19.0012,5,47,52,2011/1/10,12,Monday,January
222,2011/1/10 13:00,spring,0,1,2,8.2,9.09,40,19.0012,4,50,54,2011/1/10,13,Monday,January
223,2011/1/10 14:00,spring,0,1,2,8.2,9.85,40,15.0013,0,47,47,2011/1/10,14,Monday,January
224,2011/1/10 15:00,spring,0,1,2,8.2,9.85,40,15.0013,2,43,45,2011/1/10,15,Monday,January
225,2011/1/10 16:00,spring,0,1,1,8.2,10.605,40,8.9981,4,70,74,2011/1/10,16,Monday,January
226,2011/1/10 17:00,spring,0,1,1,8.2,11.365,40,7.0015,4,174,178,2011/1/10,17,Monday,January
227,2011/1/10 18:00,spring,0,1,1,8.2,9.85,40,15.0013,1,154,155,2011/1/10,18,Monday,January
228,2011/1/10 19:00,spring,0,1,1,6.56,8.335,47,11.0014,3,92,95,2011/1/10,19,Monday,January
229,2011/1/10 20:00,spring,0,1,1,6.56,8.335,50,11.0014,1,73,74,2011/1/10,20,Monday,January
230,2011/1/10 21:00,spring,0,1,1,5.74,6.82,59,12.998,1,37,38,2011/1/10,21,Monday,January
231,2011/1/10 22:00,spring,0,1,1,5.74,7.575,59,11.0014,2,22,24,2011/1/10,22,Monday,January
232,2011/1/10 23:00,spring,0,1,1,5.74,7.575,59,11.0014,0,18,18,2011/1/10,23,Monday,January
233,2011/1/11 0:00,spring,0,1,1,5.74,8.335,59,7.0015,2,10,12,2011/1/11,0,Tuesday,January
234,2011/1/11 1:00,spring,0,1,1,5.74,7.575,59,11.0014,0,3,3,2011/1/11,1,Tuesday,January
235,2011/1/11 2:00,spring,0,1,2,6.56,7.575,55,12.998,0,3,3,2011/1/11,2,Tuesday,January
236,2011/1/11 5:00,spring,0,1,2,6.56,9.09,55,8.9981,0,6,6,2011/1/11,5,Tuesday,January
